,Address,Size,Type,Description
2432,193711,1,Sprite tilemap related,Tile used by Smoke from Yoshi's House fireplace
2433,193767,4,Sprite tilemap related,Tilemap of flame in Yoshi's House fireplace
2434,193779,1,Misc.,X-coords of flame tiles
2435,193787,1,Misc.,Y-coord of flame top
2436,193792,1,Misc.,Y-coord of flame bottom
2437,193833,1,Sprite tilemap related,Fireplace flame palette
2438,193876,1,Sprite number,Sprite spawned from the fireplace that the Side Exit Enable sprite uses
2439,193980,10,Sprite tilemap related,Ghost House Exit Door tilemap
2440,194089,8,Sprite tilemap related,No Yoshi Signpost Tilemap
2441,194337,32,Sprite tilemap related,Ghost House Doors Tilemap
2442,194597,18,Pointer,16-bit pointer to cluster sprites.
2443,194820,8,Sprite tilemap related,Sumo Bros' Flame Tilemap
2444,194959,1,Sprite tilemap related,Sumo Bros' Flame palette/gfx page
2445,195086,4,Sprite tilemap related,Sprite tilemap: Castle BG Flame
2446,195090,4,Sprite tilemap related,YXPPCCCT properties for the Castle BG Flame
2447,195204,20,Coordinate,"Ten 16bit values, telling where on the circle the Boo Ring ghosts are. #$0200 is 360°."
2448,195224,291,Sprite Misc.,"The code for cluster sprite 04, the Boo from a Boo ring.

$02FB39 is radius of Boo rings along the X-axis.

$02FB5C is radius of Boo rings along the Y-axis."
2449,195519,8,Sprite tilemap related,"Boo Ring Tilemap (used by Sprites E2, E3, and generators E1 and E5)"
2450,196024,4,Sprite tilemap related,Swooper Death Bat tilemap (change 4th byte to E8 to correct graphics)
2451,196190,1,Sprite tilemap related,Tile to use for bonus game 1-ups.
2452,196195,1,Sprite tilemap related,Tile properties of bonus game 1-ups.
2453,196209,84,Sprite subroutine (JSR),Cluster sprite/player interaction routine.  This routine assumes that the cluster sprite is approximately 16x16.
2454,196432,20,Sprite tilemap related,"OAM indexes of cluster sprites.  Apparently can overwrite the coin sprites from blocks, sparkles, item box, and fireballs."
2455,196452,8,Sprite tilemap related,OAM indexes of the 1-Ups from the bonus game.
2456,196504,11,Sprite subroutine (JSR),"""Update cluster sprite X position without gravity"" subroutine."
2457,196515,46,Sprite subroutine (JSR),"""Update cluster sprite Y position without gravity"" subroutine."
2458,196578,30,Empty,Empty on default. Can be used for various purposes.
2459,229528,1,Timer,How long the fadeout is on the screen before it disappears. (Big Boo Boss)
2460,229533,1,Music,Music played after Big Boo Boss is defeated.
2461,229582,1,Timer,How long it takes for Big Boo Boss to appear. (Stalling)
2462,229595,1,Timer,How long it takes for Big Boo Boss to appear. (appearing stage)
2463,229610,1,Sound effect,Big Boo Boss appear sound effect.
2464,229794,1,Misc.,Big Boo Boss HP
2465,229855,1,Sound effect,Big Boo boss falling sound effect. (Big Boo beaten)
2466,229877,68,Subroutine (JSR),"Big Boo's ""Hit with sprite"" subroutine. JSR every frame to it to have your boss have functionality with thrown items.

$038234 is the sound made by Big Boo Boss when it is hit."
2467,230016,1,Sprite tilemap related,X position of big boo's eyes in the normal frame
2468,230017,1,Sprite tilemap related,X position of big boo's mouth in the normal frame
2469,230018,2,Sprite tilemap related,X position of big boo's arms in normal frame
2470,230020,16,Sprite tilemap related,X Position of the 16 tiles of big boo's body in the normal frame
2471,230036,1,Sprite tilemap related,X position of big boo's eyes in turning frame 1
2472,230037,1,Sprite tilemap related,X position of big boo's mouth in turning frame 1
2473,230038,2,Sprite tilemap related,X position of big boo's arms in turning frame 1
2474,230040,16,Sprite tilemap related,X Position of the 16 tiles of big boo's body in turning frame 1
2475,230056,1,Sprite tilemap related,X position of big boo's eyes in turning frame 2
2476,230057,1,Sprite tilemap related,X position of big boo's mouth in turning frame 2
2477,230058,2,Sprite tilemap related,X position of big boo's arms in turning frame 2
2478,230060,16,Sprite tilemap related,X Position of the 16 tiles of big boo's body in turning frame 2
2479,230076,2,Sprite tilemap related,X position of big boo's arms in the hiding frame
2480,230078,1,Sprite tilemap related,X position of Big boo's eyes in the hiding frame
2481,230079,1,Sprite tilemap related,X position of Big boo's mouth in the hiding frame
2482,230080,16,Sprite tilemap related,X position of the 16 body tiles of Big boo in the hiding frame
2483,230096,1,Sprite tilemap related,"Y position of Big boo's eyes in normal, turning 1 and turning 2 frames"
2484,230097,1,Sprite tilemap related,"Y position of Big boo's mouth in normal, turning 1 and turning 2 frames"
2485,230098,2,Sprite tilemap related,"Y position of Big boo's arms in normal, turning 1 and turning 2 frames"
2486,230100,16,Sprite tilemap related,"Y position of the 16 tiles of Big boo's body in normal, turning 1 and turning 2 frames"
2487,230116,2,Sprite tilemap related,Y position of big boo's arms in hiding frame
2488,230118,1,Sprite tilemap related,Y position of big boo's eyes in hiding frame
2489,230119,1,Sprite tilemap related,Y position of Big boo's mouth in hiding frame
2490,230120,16,Sprite tilemap related,Y position of the 16 tiles of big boo's body in hiding frame
2491,230136,80,Sprite tilemap related,Sprite Tilemap: Big Boo
2492,230216,80,Sprite tilemap related,"The flip of each tile in the tilemap of Big Boo (00 is no flip, 40 is horizontal flip, 80 is vertical flip, C0 is horizontal + vertical flip)"
2493,230506,1,Sprite physics,Max falling Y speed for the grey falling platform.
2494,230511,1,Sprite physics,How much the grey falling platform accelerates each frame.
2495,230542,4,Sprite tilemap related,Sprite tilemap: Falling Grey Platform
2496,230573,1,Sprite tilemap related,Falling Grey Platform's Palette
2497,230621,1,Sprite tilemap related,Tilemap: Blurp Frame 1
2498,230625,1,Sprite tilemap related,Tilemap:  Blurp Frame 2
2499,230701,2,Sprite physics,Horizontal speed of the Porcu-Puffer fish
2500,230784,1,ASM,Change 94 to 60 to make the Porcu-Puffer fish go in a straight line and also float on air.
2501,230803,8,Sprite tilemap related,Sprite tilemap: Porcu-Puffer
2502,230900,2,Sprite physics,"[08 F8] Y speeds of the Flying grey turnblocks (Sprite C1). First entry is downwards speed, second entry is upwards speed. Setting the upwards speed faster than $D8 ($28 as absolute value) is prone to causing Mario to clip through the turnblocks when jumping.


Keep in mind that if the turnblocks are set to go up first, these speeds are inverted."
2503,231023,1,ASM,Change C8 to 60 to fix a bug where sprite C1 (Flying Grey Turnblocks) corrupts $1602 if sprite slot 0 is occupied and only one sprite C1 is present.
2504,231050,10,Sprite tilemap related,Sprite tilemap: Forest Secret Area Platform
2505,231220,3,Sprite tilemap related,Sprite tilemap: Sinking Lava Platform
2506,231278,1,Sprite physics,Mega Mole X speed (right)
2507,231279,1,Sprite physics,Mega Mole X speed (left)
2508,231395,1,Sprite physics,"[$D8] Y offset between Mario and a Mega Mole at which the sprite will hurt Mario rather than making him stand on it. Change to higher values to make it less likely for Mario to clip through the sprite and take damage when he's riding a mole and it has an upwards speed. Using $DC seems to fix this for Y speeds up $B0, using $DE seems to fix it for Y speeds up to $90 and using $DF seems to fix it for any upwards speed.

Note that this will also make the sprite's hitbox a bit more forgiving (less likely to hurt Mario).

Also be aware that it's still possible to clip into a Mega Mole if Mario has upwards speed, due to the code at $0387E6 (it's required to allow Mario to jump off of the Mega Mole)."
2509,231462,4,Misc.,[22 B7 F5 00] Change to [EA EA EA EA] to make Mega Mole not hurt Mario.
2510,231479,8,Sprite tilemap related,Sprite tilemap: Mega Mole
2511,231497,3,Sprite tilemap related,"Animation speed of Mega Mole. Change a 4A to EA to speed it up, and a EA to 4A to slow it down."
2512,231554,1,Sprite tilemap related,Palette to use for Mega Mole
2513,231584,3,Sprite tilemap related,Swooper Bat Tilemap
2514,231676,1,Sprite physics,Initial vertical speed of Swooper bat. This affects how far down it goes from its starting position.
2515,231680,1,Sound effect,Swooper Sound Effect.
2516,231730,3,ASM,Change to EA EA EA to disable Mega Mole animation
2517,231799,1,Sprite number,Sprite that the sliding koopa turns into after touching the ground
2518,231812,1,Sprite tilemap related,Tilemap of blue shellless koopa sliding down a hill
2519,231816,1,Sprite tilemap related,Tilemap of blue shellless koopa after sliding
2520,232155,1,Sound effect,SFX played by Bowser Statue
2521,232165,1,Sprite number,Sprite spawned by Bowser statue
2522,232238,6,Sprite tilemap related,Sprite tilemap: Bowser Statue(Both)
2523,232247,6,Palette,"Bowser Statue Properties. This will get or'd with the sprite's palette, which means it has the most effect on the jumping Bowser statue."
2524,232716,6,Sprite tilemap related,"Relative X position of the diagonal platform tiles (Carrot Top Lift). First half is used for sprite B7, second half is used for sprite B8."
2525,232722,6,Sprite tilemap related,"Relative Y position of the diagonal platform tiles (Carrot Top Lift). First half is used for sprite B7, second half is used for sprite B8."
2526,232728,6,Sprite tilemap related,"Sprite tilemap: Diagonal Platform (Carrot Top Lift). First half is used for sprite B7, second half is used for sprite B8."
2527,232734,6,Sprite tilemap related,"YXPPCCCT properties for the diagonal platform (Carrot Top Lift). First half is used for sprite B7, second half is used for sprite B8."
2528,232830,1,Sound effect,SFX that comes up when the Message comes out of the Message Block
2529,232880,1,Sprite tilemap related,Message Box Tilemap
2530,232923,1,Misc.,Change to 00 and the timed lift will never fall after it has hit 0.
2531,232938,1,Sprite physics,Horizontal speed of the Timed Lift
2532,232965,2,Sprite tilemap related,Sprite tilemap: Timed Platform
2533,232968,3,Sprite tilemap related,"[0B 4B 0B] Properties (Palette, gfx page, etc..) of the Timed Lift."
2534,232974,4,Sprite tilemap related,"Tiles used by numbers in Timed Platform (1,2,3,4)"
2535,233073,4,Sprite physics,Horizontal speed of the Grey Moving Castle Block.
2536,233077,4,Timer,Time in position of the Grey Moving Castle Block.
2537,233136,4,Sprite tilemap related,Sprite tilemap: Moving Grey Castle Brick
2538,233171,1,Sprite tilemap related,YXPPCCCT properties for the moving gray castle block.
2539,233194,2,Sprite physics,"X speeds for the Bowser Statue fireball. Ordered right, left."
2540,233227,8,Sprite tilemap related,Sprite tilemap: Bowser Statue Fireball
2541,233235,8,Sprite tilemap related,The YXPPCCCT properties of the Bowser Statue Fireball.
2542,233325,8,Sprite tilemap related,Reflecting Stream of Boo Buddies tilemap (leader only)
2543,233467,1,Sprite Misc.,"Controls the two palettes that the diagonal Podoboo flashes with. Take the first palette you pick, subtract 8, and multiply by 2 to get a valid value for this. The second palette will then be that value times 2.


For instance, the original value here is 4 (palette A), which times two is 8, and converting that back into a palette (divide by 2, add 8) gives you palette C. So the Podoboo flashes between palette A and C."
2544,233489,1,Sprite tilemap related,Reflecting Fireball Tilemap
2545,233824,10,Sprite tilemap related,"Fishin' Boo Tilemap (cloud, face, rod, cloud, line)"
2546,233844,4,Sprite tilemap related,Fishin' Boo's Flame Tilemap
2547,234012,1,Sprite tilemap related,Falling Spike Tilemap
2548,234077,1,Timer,Number of frames before a Falling Spike drops.
2549,234095,5,Misc.,X speed of the Creating/Eating block
2550,234100,5,Misc.,Y speed of the Creating/Eating block
2551,234131,1,Sprite tilemap related,Tile used by the Creating/Eating block
2552,234169,1,Sound effect,SFX played by the Creating/Eating block
2553,234272,1,Objects,"Which tile gets created by the brown creating block sprite. Does not affect the tile that the eating block sprite eats, or the tile that activates these two sprites when you stand on it. See this for a list of possible values."
2554,234285,1,Objects,"Which tile is created by the brown eating block sprite. Defaults to air; see this for a list of possible values.


Note that there is no RAM address that affects which tile this block will eat - it will go after ANY solid block that is next to it."
2555,234379,25,Sprite subroutine (JSR),"This generates a Map16 tile at the position of the sprite currently being processed.  It is identical to the routine at $02B9A4, except that this one ends with RTS."
2556,234404,75,Misc.,"Path for creating brown blocks (sprite B1) in overworld submaps.

Format: One byte per command, XY, where X=number of times to go in direction Y.  Y = 0,1,2,3 (Right, left, down, up).  FF terminates the sprite."
2557,234479,52,Misc.,Path for creating brown blocks (sprite B1) on the main overworld. Same format as $03:93A4.
2558,234683,10,Sprite tilemap related,Sprite tilemap: Wooden Castle Spike
2559,234693,10,Sprite tilemap related,"Properties (palette, gfx page etc.) of the wooden spike.

The first 5 bytes for sprite AC the next 5 bytes for sprite AD. YXPPCCCT format."
2560,234771,2,Sprite physics,Normal rex walking speed
2561,234773,2,Sprite physics,Smushed rex walking speed
2562,234818,1,Misc.,Change to 00 to make all Rexes start small.
2563,234936,1,Misc.,Rex's HP
2564,235067,1,Sound effect,SFX that comes up when Mario hits a Rex
2565,235084,12,Sprite tilemap related,Rex tile horizontal displacement table left (0C entries)
2566,235096,12,Sprite tilemap related,Rex tile horizontal displacement table right (0C entries)
2567,235108,12,Sprite tilemap related,Rex tile vertical displacement table (0C entries)
2568,235120,10,Sprite tilemap related,Sprite tilemap: Rex
2569,235132,1,Sprite tilemap related,Rex tile settings left
2570,235133,1,Sprite tilemap related,Rex tile settings right
2571,235396,4,Sprite tilemap related,"Fishbone tail properties, YXPPCCCT. First two bytes are for the tail when the fishbone is heading into the right direction, the other two when heading into the left direction."
2572,235400,4,Sprite tilemap related,Tiles used by Fishbone's Tail
2573,235417,1,Sprite tilemap related,"Fishbone Tilemap, frame 1"
2574,235421,1,Sprite tilemap related,"Fishbone Tilemap, frame 2"
2575,235654,4,Coordinate,reznor starting position low byte (4 byte table)
2576,235658,4,Coordinate,reznor starting position high byte (4 byte table)
2577,235679,4,ASM,[22 0C D7 03] Change to [EA EA EA EA] to stop the bridge in the Reznor battle from breaking.
2578,235684,1,Coordinate,"X position of the Reznor's circle written to $2A and loaded at $0399B3. (Y position is left at whatever $2C is, and it is loaded at $0399D8)"
